Company,cik_number,sic,AU,Number_of_new_accounts,Sales Cycle,qualified-leads,Percentage Conversion,CAC,Penetration rate,Net Promoter Score,Revenue rate,churn rate,Growth revenue rate,arpa,acv,ltv,CAC Payback,LTV/CAC,sentiment
BRAVATEK SOLUTIONS INC,0001477932,17-003466,286,15,87,30.66776326,65.1051732,374.9773699,5.603870172,29,21.80129823,3.720930949,17.77577589,41.72692465,14974.7317,741.7438915,9,1.978103083,positive
BRAVATEK SOLUTIONS INC,0001477932,17-004744,306,13,77,22.96062585,68.79911479,426.1433169,28.23984622,-9,42.39247679,5.747048681,34.58495647,43.31702524,19688.39517,445.1465456,8,1.044593516,positive
BRAVATEK SOLUTIONS INC,0001477932,19-003478,318,12,98,34.60057086,91.32760348,355.3415632,16.90002035,38,25.28222793,4.191102605,23.15664774,33.23995039,21159.17781,353.1992111,5,0.993971006,positive
BRAVATEK SOLUTIONS INC,0001477932,15-007266,244,12,81,18.16268827,12.48621629,302.8577498,93.14807626,39,22.02733252,5.376349446,21.44352827,28.23059925,17741.92457,314.2926214,7,1.037756576,negative
BRAVATEK SOLUTIONS INC,0001477932,16-008770,284,15,77,17.45949876,29.04051843,303.2951715,30.56766665,23,40.00067368,4.646500756,42.15806883,21.99487964,21952.00424,331.2463655,4,1.092158388,positive
BRAVATEK SOLUTIONS INC,0001477932,17-003805,242,12,104,13.98214136,35.33838354,442.4672595,66.67291943,-20,44.32807924,4.725076808,39.44586933,26.82425435,15691.06792,342.9343119,7,0.775050141,negative
BRAVATEK SOLUTIONS INC,0001477932,17-004166,189,10,98,18.04109026,34.22006918,329.7282194,44.65609099,31,43.01284293,4.10752928,41.79408326,47.95794315,21919.14468,603.6640552,12,1.830792816,negative
BRAVATEK SOLUTIONS INC,0001477932,17-004240,200,10,99,14.69540063,41.64850446,437.1812418,5.387167872,16,16.00079262,6.306261987,19.92232664,29.64260824,24037.28841,251.7987742,10,0.575959694,negative
BRAVATEK SOLUTIONS INC,0001477932,17-004936,300,10,64,20.85671967,46.03673907,337.3964005,26.92525241,-5,40.66195067,3.569088221,27.64871808,38.48189246,25152.20807,537.3068612,5,1.592509169,positive
BRAVATEK SOLUTIONS INC,0001477932,17-005293,249,10,89,20.12053151,72.92429598,358.2202169,15.12582623,34,29.65453726,6.707746045,42.72237481,28.19563328,23553.66841,180.8233821,6,0.504782739,positive
BRAVATEK SOLUTIONS INC,0001477932,18-002594,167,13,71,13.21669174,60.92373588,323.82658,26.98863483,1,34.24732543,4.28172498,32.44277946,49.21856772,18493.64677,597.2384292,5,1.844315649,positive
BRAVATEK SOLUTIONS INC,0001477932,18-004058,315,13,60,27.02443269,24.03060234,438.5497617,21.85621287,35,27.40386848,5.678353469,35.76338951,35.39764581,21711.85983,273.9250232,9,0.624615602,positive
BRAVATEK SOLUTIONS INC,0001477932,18-005868,275,15,66,19.70586959,53.66109823,375.1019498,20.72012388,33,32.25572415,3.452090369,43.33593714,23.79949531,22526.10364,439.1220459,9,1.170673856,positive
BRAVATEK SOLUTIONS INC,0001477932,19-003696,274,10,102,18.27171076,89.51757389,333.0621822,81.51154745,32,34.60570728,6.094889441,24.1846217,22.7199471,16239.31549,179.5019283,7,0.538944191,negative
BRAVATEK SOLUTIONS INC,0001477932,19-004273,222,12,81,22.0436882,42.76372144,327.5240099,10.6689338,31,16.91993699,3.101745153,35.30737374,31.68525983,15795.32007,475.6052783,12,1.452123398,positive
BRAVATEK SOLUTIONS INC,0001477932,19-006609,252,15,108,22.69229618,53.77293464,303.6171168,49.48964423,-19,40.89535023,6.672518708,18.26966715,45.06749999,23196.05336,289.8894459,10,0.954786242,positive
BRIDGELINE DIGITAL INC,0001072613,10-001102,247,12,84,21.01098418,29.22484773,443.0293765,25.77500909,15,27.90564343,5.148396474,41.10540043,21.52104068,18902.88942,273.5063057,9,0.617354786,negative
BRIDGELINE DIGITAL INC,0001437749,11-009857,198,13,106,13.89936714,44.52765469,374.866115,48.95338639,-15,17.60049662,6.958661206,37.50274801,23.49488337,22780.82502,164.1811145,4,0.437972673,negative
BRIDGELINE DIGITAL INC,0001437749,12-012545,289,13,100,22.04130472,60.33044151,403.0909785,7.857762781,11,43.42362676,6.25405069,16.18647338,24.83462929,10206.82583,208.0227469,7,0.516068972,negative
BRIDGELINE DIGITAL INC,0001437749,13-016322,236,12,91,14.47769649,63.71380299,360.1167495,30.81821679,48,39.14865823,4.368758757,30.59588905,47.50502816,15014.60874,755.2382617,4,2.097203929,positive
BRIDGELINE DIGITAL INC,0001437749,14-022690,287,10,97,28.64801029,34.10023639,399.7161727,44.02998572,19,26.026076,6.627402251,41.15067672,38.86135467,20891.07178,301.6137053,9,0.754569682,negative
BRIDGELINE DIGITAL INC,0001437749,15-022760,190,10,73,16.83600693,43.4686554,435.375758,5.087864093,14,15.19193336,6.221474966,44.24675311,46.89874713,15373.53515,356.6845393,7,0.819256775,negative
BRIDGELINE DIGITAL INC,0001437749,16-043488,173,13,105,15.18046529,80.0747085,325.9527767,69.41420004,29,27.18519859,4.872153446,32.2295585,25.87731954,12330.81928,311.1964639,11,0.954728679,negative
BRIDGELINE DIGITAL INC,0001437749,17-021027,286,10,84,18.73243203,4.482356378,384.0754532,78.39205864,35,20.94172146,4.613013377,26.9001953,26.74522587,24069.47546,352.3250203,11,0.917332824,negative
BRIDGELINE DIGITAL INC,0001437749,18-022735,175,13,105,12.97141816,0.332644282,400.3074707,14.93598726,48,15.1994819,5.566456511,27.72542194,33.91973066,10528.85901,404.0138462,6,1.009258822,positive
BRIDGELINE DIGITAL INC,0001437749,19-024964,175,14,60,12.91827227,17.51891093,313.5749798,36.77078463,-1,42.61882981,5.726295431,36.21847977,33.38218394,25434.36657,307.8061325,9,0.981602973,negative
BRIDGELINE DIGITAL INC,0001437749,20-025835,197,15,105,15.53886132,13.33984345,426.8003189,39.41446561,14,37.67230374,5.610301779,23.53137997,38.00215581,13843.24186,457.1446201,4,1.071097185,positive
BRIDGELINE DIGITAL INC,0001437749,21-028984,256,13,78,16.11622501,51.65206758,375.3365235,58.08182008,37,40.80021133,4.867607685,23.43195075,44.16461002,17359.56004,575.790553,7,1.534064811,negative
BRIDGELINE DIGITAL INC,0001072613,10-000569,245,15,95,18.33034668,31.1832687,310.2447048,67.29166374,5,29.0031203,3.627036704,15.98409568,26.37411745,12203.97072,334.8998045,8,1.079469849,positive
BRIDGELINE DIGITAL INC,0001072613,10-000789,198,13,103,12.16677867,48.97921869,401.9043088,94.41108294,39,22.88719052,6.026218466,42.60025536,33.99209136,17754.97253,273.0224139,6,0.679321938,negative
BRIDGELINE DIGITAL INC,0001072613,11-000228,214,10,108,17.05570966,65.8256849,321.9304355,90.10617488,46,35.29149118,6.890894975,40.74988943,25.21660685,10401.23896,170.5173663,4,0.529671468,negative
BRIDGELINE DIGITAL INC,0001437749,11-003294,295,15,108,30.57329627,77.06356671,392.2301466,15.2469567,-2,28.6982809,3.838302015,29.6328386,37.33882626,17220.86388,455.8560778,12,1.162215811,positive
BRIDGELINE DIGITAL INC,0001437749,11-006023,187,13,108,20.080892,82.79452642,310.3856194,58.5412341,0,25.96183816,3.320192477,20.82539206,26.38119792,17925.40877,498.7195448,9,1.606774005,negative
BRIDGELINE DIGITAL INC,0001437749,12-001436,234,13,84,17.84245221,27.36193668,304.4935457,86.57074418,-4,25.69152332,6.843308161,31.07099203,40.81300855,18040.46737,280.7121066,12,0.92189838,positive
BRIDGELINE DIGITAL INC,0001437749,12-008506,238,12,78,18.36888281,76.50829819,344.3484087,61.27247436,-17,36.75821831,3.675441415,34.26317706,21.14447663,28487.00064,327.1100166,8,0.949939098,positive
BRIDGELINE DIGITAL INC,0001437749,13-001610,221,11,88,22.7235825,62.59035263,317.0056171,74.94264562,33,36.14413614,3.494553781,27.51039831,44.98917695,27946.24821,535.7027428,7,1.689884071,negative
BRIDGELINE DIGITAL INC,0001437749,13-010862,246,10,75,19.87046341,66.24476187,394.858525,89.07569845,1,30.27277876,6.141246797,36.85234332,45.79525033,10950.71024,503.1211883,12,1.274180894,negative
BRIDGELINE DIGITAL INC,0001437749,14-002259,194,11,78,17.97873614,33.60617605,399.2902901,20.16949774,44,23.19597015,4.22787465,28.21987269,43.24263775,11415.94656,670.1237822,5,1.678287198,negative
BRIDGELINE DIGITAL INC,0001437749,14-009292,304,15,97,31.01221838,52.87675215,344.5212399,83.0129063,3,22.81320164,6.009616767,32.16553391,36.26866406,22089.92917,375.2829515,7,1.089288288,negative
BRIDGELINE DIGITAL INC,0001437749,14-015541,232,10,104,23.35680301,32.00026113,331.2460092,37.4844491,4,21.18182555,5.474276853,34.11218826,48.79872332,17915.28342,478.2879121,11,1.443905432,negative
BRIDGELINE DIGITAL INC,0001437749,15-002876,308,13,94,31.89567794,82.74668823,442.8198274,64.19572611,-18,20.2998657,6.331530032,28.6994233,25.89645075,12916.08385,169.0018701,5,0.381649284,negative
BRIDGELINE DIGITAL INC,0001437749,15-010416,165,13,98,15.03493797,55.21965138,379.6700208,9.29776201,14,26.06266495,6.613349173,37.44831137,28.1198939,20493.86456,198.3266933,12,0.522365956,negative
BRIDGELINE DIGITAL INC,0001437749,15-015930,312,13,65,21.65729994,44.70689722,335.2838392,31.70049432,2,20.30702236,3.326737632,28.93581545,27.15108942,24525.56304,465.5343282,6,1.38847828,negative
BRIDGELINE DIGITAL INC,0001437749,16-025294,231,15,98,19.86708276,25.88462914,328.755535,23.66544085,33,43.8477972,3.345414503,19.48704648,23.5028844,18679.64163,457.6271279,8,1.391998246,negative
BRIDGELINE DIGITAL INC,0001437749,16-031993,315,11,89,24.06594635,4.765875087,321.6165726,25.35932577,48,25.39522036,4.182318929,15.86202348,32.01577651,23408.25544,469.5813803,11,1.460065868,negative
BRIDGELINE DIGITAL INC,0001437749,16-037498,242,12,83,25.19371378,79.3700333,341.1896715,81.27934522,-12,37.9294371,6.148483376,44.67946965,25.92212785,29215.96042,221.1394437,4,0.648142257,positive
BRIDGELINE DIGITAL INC,0001437749,17-002434,278,11,63,19.27445201,75.51391401,325.9482856,34.21648868,-16,19.14772921,5.907708551,20.73068085,37.38312029,20864.48295,311.7414633,6,0.956413876,negative
BRIDGELINE DIGITAL INC,0001437749,17-009258,155,14,91,16.27627666,64.35056452,380.8296284,85.48440547,-13,42.05285263,6.390441061,20.09942015,27.94370801,26694.81217,246.3941063,5,0.646993007,positive
BRIDGELINE DIGITAL INC,0001437749,17-014740,287,13,82,25.83902574,63.78166667,405.852444,37.93469336,7,40.19331794,4.384335736,24.86914122,49.40417747,10264.12178,522.9192871,9,1.288446811,negative
BRIDGELINE DIGITAL INC,0001437749,18-002589,262,14,84,24.69813467,87.9807803,350.0184121,20.12657763,-9,37.81982238,6.815682693,20.0179521,27.16357724,19843.59168,270.1124712,9,0.771709321,positive
BRIDGELINE DIGITAL INC,0001437749,18-009985,177,15,66,13.61934678,85.27295288,365.9023976,38.64826406,-18,36.2896212,3.813427761,21.68623035,23.1011011,18702.29548,242.9406262,8,0.66394926,positive
BRIDGELINE DIGITAL INC,0001437749,18-015603,239,10,63,24.53958025,22.37145017,321.1593406,86.58227228,9,16.89884516,6.592677962,18.51337838,37.52238764,11464.26844,352.1412699,12,1.096469028,negative
BRIDGELINE DIGITAL INC,0001437749,19-002662,197,13,103,12.1655131,31.44965107,355.5106114,55.20082846,19,44.71518599,4.22387573,40.68599729,48.03580244,10924.25997,764.9872698,6,2.151798696,negative
BRIDGELINE DIGITAL INC,0001437749,19-010084,245,15,64,20.66127245,47.29519393,418.8201105,85.54954205,25,25.43354571,4.060720847,31.39237084,20.84915185,10587.52466,304.9062805,10,0.728012512,positive
BRIDGELINE DIGITAL INC,0001437749,19-016847,278,12,104,17.78672231,86.845343,327.0691506,89.09768299,46,38.60432467,6.047753529,34.94717235,35.9398803,20207.14834,361.5179078,5,1.105325608,negative
BRIDGELINE DIGITAL INC,0001437749,20-002612,217,13,90,22.44607709,24.56128351,383.0092069,73.29761488,5,18.90906765,5.749879,42.40972034,21.19668161,29768.90567,181.3330734,9,0.473443119,negative
BRIDGELINE DIGITAL INC,0001437749,20-010783,241,10,82,26.08017113,86.07011394,420.9269918,89.27906146,-15,37.08276673,3.718832185,27.89361777,40.8564001,20419.83312,508.4819416,10,1.208005073,negative
BRIDGELINE DIGITAL INC,0001437749,20-017838,189,11,89,19.64875787,24.83872777,344.0340635,86.52263815,-17,23.40496064,5.506817958,24.09163644,34.90890925,23977.69962,267.9738985,8,0.778916761,negative
BRIDGELINE DIGITAL INC,0001437749,21-002639,260,15,106,27.44666973,47.68023565,430.3379677,26.9039078,30,23.86829631,4.24777565,42.85487773,33.58735476,29629.32831,481.8116359,12,1.119612193,negative
BRIDGELINE DIGITAL INC,0001437749,21-012548,240,13,108,16.00195217,16.54417023,439.9194026,82.41838278,21,28.84765058,5.575917031,21.64593064,45.32679685,14689.16954,432.114564,4,0.982258481,positive
BRIDGELINE DIGITAL INC,0001437749,21-020195,208,15,84,12.09890522,26.70045346,368.2761367,48.72206309,14,16.93698081,4.49141014,18.36503654,44.5554618,12323.52628,675.8560372,11,1.835188246,positive
BRIDGELINE DIGITAL INC,0001437749,22-003039,246,13,94,21.57308027,79.33710341,410.9477252,12.60452658,-1,36.07101905,6.742277841,30.83361968,45.51493266,10682.50876,463.0223075,10,1.126718264,negative
BRIDGEWAY NATIONAL CORP,0001493152,20-018067,181,11,71,21.43303594,80.08713533,377.1022427,7.19386407,40,41.74915972,3.806376993,16.40897758,40.91956227,20953.97296,470.5979633,5,1.24793202,negative
BRIDGEWAY NATIONAL CORP,0001493152,21-013331,164,13,86,16.76749009,58.01856003,402.3934027,81.21228407,34,36.53041316,6.549126327,16.46485565,48.59230151,23484.80465,488.7094077,4,1.214506511,negative
BRIDGEWAY NATIONAL CORP,0001493152,20-018305,206,14,87,17.25210522,24.68805425,438.3710517,75.17697183,31,27.08057582,5.019333834,33.11359976,31.17171462,28302.0759,338.3467845,6,0.77182739,negative
BRIDGEWAY NATIONAL CORP,0001493152,20-018384,176,11,64,13.84085282,78.29284049,444.739279,25.78935753,39,34.14280404,3.537352772,43.31063442,47.34370847,18124.99794,686.8297132,12,1.544342372,negative
BRIDGEWAY NATIONAL CORP,0001493152,20-021467,168,14,67,13.20000347,90.56284486,417.391404,78.49819569,45,15.50642091,3.982391072,16.00142569,29.60607226,23823.17169,502.0304087,7,1.2027809,positive
BRIDGEWAY NATIONAL CORP,0001493152,21-014247,231,10,63,20.14979687,66.18559763,382.193767,41.50975804,-17,27.91826127,5.819947981,25.33882146,29.11913001,17011.7591,218.589706,10,0.571934251,negative
BSQUARE CORP,0000891020,02-000281,227,15,104,14.34018202,82.03757247,335.4139668,11.12072752,44,30.01867272,3.706906507,18.42145553,25.16604953,22895.5126,465.4512422,5,1.387691892,negative
BSQUARE CORP,0000891020,03-000838,315,12,68,17.54127209,47.02410413,400.4112795,62.32370608,-15,36.4978872,6.745806175,25.1605728,42.4216059,17561.95129,353.719926,8,0.883391513,negative
BSQUARE CORP,0000891020,07-000053,229,11,73,25.66455092,69.04456066,314.8019424,72.82141179,-11,21.09446089,6.768375823,24.89376796,44.94831297,26209.73559,335.2668572,7,1.065008858,positive
BSQUARE CORP,0000950124,04-001310,300,15,91,20.38951231,12.86312056,349.600708,64.8853244,45,31.62197581,3.117416465,26.27164004,39.11782735,20579.83231,539.8539148,10,1.544201434,negative
BSQUARE CORP,0000950124,06-001111,253,10,83,14.57522125,49.92217078,351.2535066,91.46301467,24,26.89966908,6.605955727,36.99888951,25.86119531,13367.72125,272.0178748,9,0.774420382,negative
BSQUARE CORP,0000950134,08-002913,188,13,104,16.69721505,29.50745235,383.732967,53.8681258,49,22.00833087,3.469187016,17.19384843,33.20533356,20485.57576,518.7019006,5,1.351726188,positive
BSQUARE CORP,0001095811,01-001730,176,11,61,12.72521405,24.87090737,326.757454,79.8633481,24,33.18667264,3.683140216,30.15399649,47.94150647,16981.09769,622.9503189,10,1.906460928,negative
BSQUARE CORP,0001104659,05-010663,273,11,68,19.66524011,90.55072188,340.6160068,46.27136718,-9,36.72477609,3.545248195,31.31697576,45.82179786,13146.36477,633.2959768,12,1.859266635,negative
BSQUARE CORP,0001193125,09-063695,260,11,92,15.50248907,83.0576883,421.5515409,11.47338491,21,42.27136551,4.209005119,30.52092474,28.89573961,24262.31028,458.4642965,7,1.087564039,negative
BSQUARE CORP,0001193125,10-067132,167,15,76,17.69505521,21.52780322,445.8310764,79.36005385,-12,29.10057918,3.88670977,28.20370898,45.41613603,22308.80153,788.9699797,4,1.76966125,positive
BSQUARE CORP,0001193125,11-070073,170,14,106,18.78413474,76.56844348,377.1919283,83.01748056,29,42.46584242,3.353616231,23.6311369,36.82940253,25306.67778,530.1970372,12,1.405642585,positive
BSQUARE CORP,0001193125,12-075505,261,10,97,29.21930155,1.401212071,440.9031117,66.18655342,21,29.32823799,5.803672994,23.93192235,48.54647498,25176.37398,566.6551231,9,1.285214615,positive
BSQUARE CORP,0001193125,13-071602,284,12,65,20.82031068,19.73529457,339.0283601,47.42197371,35,19.88030854,5.620796562,17.24628616,27.73934836,27421.30146,301.3046987,10,0.888730071,positive
BSQUARE CORP,0001193125,14-067295,221,11,107,23.37041842,75.15913664,396.1833933,73.21643396,9,35.77242727,6.107675408,20.68985416,33.71543748,20204.96737,336.7601238,8,0.850010701,negative
BSQUARE CORP,0001437749,21-006492,234,14,63,15.82430193,1.646584415,327.9032003,16.64350126,-16,41.72350013,4.780474546,37.88113185,20.46820436,17904.30566,199.8841368,7,0.609582757,negative
BSQUARE CORP,0001437749,22-005867,295,13,97,31.19606688,51.3886303,319.8707174,20.23911267,17,22.09993427,3.871369283,21.4815313,34.66873491,19242.88694,424.3793121,10,1.326721356,negative
BSQUARE CORP,0001564590,15-000770,176,13,102,19.37430646,82.2060687,315.9538947,92.67138871,40,35.37446468,5.493478959,29.13720231,32.68021883,27799.97757,323.3006246,7,1.023252538,positive
BSQUARE CORP,0001564590,16-012659,223,11,78,16.22927737,71.43729405,440.894651,35.35827978,5,24.11270371,4.810163434,29.31145794,31.58651987,24262.03438,308.4278379,4,0.699549965,negative
BSQUARE CORP,0001564590,17-001887,286,10,71,24.7748029,46.47323774,300.9870644,85.97418471,29,23.28455616,4.609230824,41.8415177,46.50173221,13314.29311,660.8201759,12,2.19551022,negative
BSQUARE CORP,0001564590,18-002910,206,10,72,19.67110187,45.12258618,303.0062292,62.10120203,5,22.32146598,6.696391335,29.17862425,34.02779343,27258.00526,222.9493338,8,0.735791255,negative
BSQUARE CORP,0001564590,19-005908,237,15,65,26.17528815,91.62763991,367.6100108,39.90146292,33,19.39760919,6.737365608,33.88678133,26.67439971,27682.93925,265.3502929,7,0.721825535,negative
BSQUARE CORP,0001564590,20-006135,306,12,100,25.11066862,65.32587666,436.4824168,60.83004744,5,38.41476726,4.868710179,28.58441169,44.5655908,17436.43822,403.4853066,6,0.924402201,negative
BSQUARE CORP,0000891020,00-001400,221,11,86,20.54761219,40.02126927,332.3121115,14.37775941,23,26.07050578,5.691316693,38.58497453,23.47684528,29628.24339,241.0945089,9,0.725506235,negative
BSQUARE CORP,0000891020,00-001909,232,10,103,18.26178696,15.29081238,377.3443044,24.78909838,37,34.80358323,4.395622965,35.09054526,27.85614561,23717.24145,398.7006348,11,1.056596403,negative
BSQUARE CORP,0000891020,01-500237,310,12,71,33.24680099,76.83902681,359.9486503,37.23602426,6,23.07325378,5.697623053,43.631958,46.78530745,19514.48642,388.4718315,10,1.079242362,positive
BSQUARE CORP,0000891020,02-000629,299,11,83,31.79056509,65.30878369,437.6983284,39.62129156,-17,16.02094222,3.023437986,24.53687377,48.89976489,26990.59957,759.6568512,9,1.735571744,positive
BSQUARE CORP,0000891020,02-001256,136,11,67,13.40106344,37.53771265,384.1976695,67.09019729,50,26.90855813,6.951893827,37.05298106,48.99263342,24500.71204,391.1891084,11,1.018197505,negative
BSQUARE CORP,0000891020,02-001764,317,10,77,29.65425038,12.24615942,300.7974965,22.02457729,3,22.58180933,3.617017076,29.89430729,23.52331604,15162.99389,323.3711977,12,1.075046174,negative
BSQUARE CORP,0000891020,03-001464,280,13,72,28.4351582,36.06823112,314.7942461,6.699512076,-2,20.61385439,3.376278017,23.70338529,35.35470215,26476.84436,511.0866159,10,1.62355768,positive
BSQUARE CORP,0000891020,03-002187,208,14,84,17.60294805,73.89495494,395.6623095,37.89596357,-10,26.8918931,6.688776647,42.92108006,20.20796209,21356.56295,176.4062626,5,0.445850561,negative
BSQUARE CORP,0000891020,03-002742,195,13,68,15.22487161,65.07657307,343.4095352,18.63067009,-11,22.67953741,5.626445218,28.02250936,37.36062879,27491.46724,304.7331334,4,0.887375283,negative
BSQUARE CORP,0000891020,05-000300,252,12,98,14.89317973,59.94766754,376.8406934,46.12158989,32,32.15726019,6.324157067,33.3930923,25.96450633,19781.53886,185.9549343,12,0.49345768,negative
BSQUARE CORP,0000891020,06-000117,155,10,68,10.69890312,44.50851616,303.7916041,56.97132441,14,39.30433472,4.811221027,43.90877347,41.17079686,25229.58596,447.5549331,8,1.473230093,positive
BSQUARE CORP,0000891020,07-000230,175,13,88,17.30403312,30.32737101,408.8781172,76.89850054,24,32.18403821,6.300179739,29.20022962,26.28526737,11970.60266,225.8423145,12,0.552346298,positive
BSQUARE CORP,0000950124,04-002374,179,15,87,19.31381705,81.34056774,315.0915244,48.72618291,-4,33.41608302,4.994233101,28.79559769,46.64799605,13449.09309,521.0054044,9,1.653504979,positive
BSQUARE CORP,0000950124,04-003653,164,13,71,12.48097816,68.62099898,383.8182232,94.63278422,36,16.46297789,4.872558322,40.39108123,44.94870159,22583.87266,447.0094281,5,1.164638366,negative
BSQUARE CORP,0000950124,04-005354,240,10,94,13.78176541,77.69812308,443.3118022,42.63499444,10,40.46084916,3.019992893,42.19116256,32.02526154,24367.58964,619.7682092,5,1.398041302,positive
BSQUARE CORP,0000950124,06-004173,276,13,88,18.17621615,0.880689422,351.7845481,46.20278292,30,44.64114413,5.349507109,15.8033501,31.11116775,25113.00851,382.5627952,6,1.087491754,positive
BSQUARE CORP,0000950124,06-006679,217,14,91,21.63882929,32.92593888,302.4695609,80.9709118,45,42.2765452,4.803569404,30.20368757,40.54100115,10945.0375,441.7440077,7,1.460457728,negative
BSQUARE CORP,0000950134,07-011100,198,11,97,21.57624244,63.69618736,348.5459581,39.34433484,-9,34.21672626,6.957110955,16.32699534,41.81004377,10204.39406,367.6276931,9,1.054746683,negative
BSQUARE CORP,0000950134,07-023383,189,10,105,16.84205522,71.24736166,322.0780157,62.50800336,-4,33.84530932,3.985214968,40.72424497,41.24851443,10604.70899,453.6190954,9,1.408413717,negative
BSQUARE CORP,0000950134,08-008957,210,14,77,19.49416212,16.85839365,373.8357724,8.041245407,19,28.20687112,3.269467683,40.9060279,45.91140185,24348.83817,850.0148735,9,2.273765477,positive
BSQUARE CORP,0000950134,08-014577,253,10,75,13.97246723,81.60103706,354.4362018,40.2059345,-19,24.06979527,6.988949867,35.14914777,35.90144205,17196.78468,207.1787517,5,0.584530448,negative
BSQUARE CORP,0000950134,08-020202,189,14,91,15.30256077,14.19042311,364.7263923,56.93311974,30,43.73869673,6.150127281,21.76141915,39.46454486,10013.83797,433.5408204,4,1.188674112,negative
BSQUARE CORP,0001095811,01-501896,210,11,64,15.92610478,16.11977611,305.5558293,6.931466349,23,44.99261723,3.501037368,28.2523878,23.94048271,16201.88132,451.1313861,7,1.476428668,positive
BSQUARE CORP,0001095811,01-503834,300,12,108,21.72377953,23.58013777,319.6949819,91.55065732,31,22.99313013,3.929013125,19.62618845,39.02860299,27117.1373,602.7224933,9,1.885304829,positive
BSQUARE CORP,0001104659,05-022866,303,11,101,24.31559385,57.51111752,331.5024677,14.96856223,-3,36.57594478,6.994962725,32.30979102,41.34187885,12657.99077,369.3877468,11,1.114283551,negative
BSQUARE CORP,0001104659,05-038927,186,13,80,11.2140387,85.30098307,438.0539666,58.69756094,19,25.01486642,6.028933753,28.10808748,42.81665985,22380.64794,400.7483982,9,0.914837962,positive
BSQUARE CORP,0001193125,09-103486,216,13,78,21.42121548,57.871456,441.6940323,61.72647574,48,19.11246832,5.202942763,44.99849019,33.38255941,16046.79312,392.5334385,12,0.888699891,negative
BSQUARE CORP,0001193125,09-167163,232,11,70,15.79399604,9.10104168,324.2948843,86.07387852,8,44.31767906,3.768056251,17.2739638,35.03451127,28333.48881,470.8950829,11,1.452058314,positive
BSQUARE CORP,0001193125,09-225631,240,15,107,22.44033501,1.726102974,407.6377456,61.30820874,-18,19.70612423,3.548346527,28.62748654,32.82498225,29779.1692,500.3001138,4,1.227315476,positive
BSQUARE CORP,0001193125,10-119051,301,15,82,29.17508081,60.67635612,347.3389167,36.32877952,34,39.58721404,5.759669929,15.39349092,41.04171665,15029.14293,330.8616018,6,0.952561276,negative
BSQUARE CORP,0001193125,10-187294,199,15,92,12.05150306,63.62390658,342.486668,18.83471233,-7,42.73518327,3.789289771,40.48853343,45.14734414,23723.92995,736.566886,4,2.150643966,negative
BSQUARE CORP,0001193125,10-257912,280,11,72,18.02011496,53.05265263,412.7046625,71.85895651,-2,41.20710357,4.886762307,18.73036362,45.406708,11030.43485,447.2541649,11,1.083714834,positive
BSQUARE CORP,0001193125,11-128570,242,11,97,23.13282294,26.78194547,343.7843808,85.05680969,47,31.33871593,5.500608991,42.08329515,21.4079057,24266.05586,164.231464,12,0.477716479,negative
BSQUARE CORP,0001193125,11-210542,167,13,60,13.14998568,78.84899674,344.2329817,55.29985855,40,41.84850769,3.569536237,24.8461119,45.79469801,15736.11613,635.4848363,9,1.846089335,positive
BSQUARE CORP,0001193125,12-225646,197,12,69,16.91416815,65.89642359,410.8659616,39.5909697,-9,33.11426817,6.37814483,31.62280826,26.39292051,22964.10021,183.4819689,11,0.446573788,positive
BSQUARE CORP,0001193125,12-470748,254,15,68,26.04921589,7.838645338,339.940781,17.55746572,29,24.61763177,6.810662661,32.06822583,43.83757471,10787.18892,446.3532482,9,1.313032367,negative
BSQUARE CORP,0001193125,13-211068,229,11,88,24.23526503,70.84654008,318.2569205,82.08991796,39,40.32334993,4.86264292,28.26093927,28.7136747,17402.5972,359.1668224,6,1.128543636,positive
BSQUARE CORP,0001193125,13-332751,241,13,103,23.24256271,42.04844436,380.4113097,73.70617091,22,19.00934071,6.047237064,26.44550006,34.99662337,29613.51612,287.647915,8,0.756149745,negative
BSQUARE CORP,0001193125,13-438303,168,13,107,18.02603702,62.10813526,392.1692447,50.47625994,-15,15.80417826,6.476576169,16.18073228,46.80998284,12833.30565,345.9599606,11,0.882170046,negative
BSQUARE CORP,0001193125,14-201224,243,11,95,22.54803974,48.93666933,330.2982352,26.90091493,-4,39.57411597,3.604696819,31.03809229,49.57793887,19580.14222,886.2056077,6,2.683046754,negative
BSQUARE CORP,0001193125,14-310175,211,14,93,22.50053882,33.32282895,309.7457837,87.71174157,42,23.52431159,5.685343838,20.14101075,21.43491972,29261.76133,223.8244883,4,0.722607054,negative
BSQUARE CORP,0001437749,20-017870,253,14,87,17.64547085,39.19002395,431.4112738,51.52776546,41,24.62198269,3.361986809,25.58918429,31.47213865,25983.70974,429.2571851,10,0.995006879,negative
BSQUARE CORP,0001437749,20-023689,233,15,98,18.08968911,53.50046092,372.5673923,32.80659735,1,24.40924151,5.549628243,41.63014513,43.83084598,26873.0118,344.8558532,11,0.925620063,positive
BSQUARE CORP,0001437749,21-012093,269,13,82,22.43604674,76.47789656,305.5541579,41.76201719,44,35.18013823,3.696955173,39.09898416,34.15781339,26681.43082,554.3801891,6,1.814343463,positive
BSQUARE CORP,0001437749,21-019722,225,11,75,24.63438691,5.214475101,335.9135592,43.06240004,22,39.81772781,4.325519865,33.48869045,20.45275141,18468.65298,262.2412065,5,0.780680623,negative
